rank_saa,playerID,name,role,team,IP,qualifying_IP,qualifying_seasons,W,L,SV,SO,G,GS,career_ERA,career_WHIP,ERA_plus,real_WAR,SAA_total,SAA_rate,z_era,z_whip,z_k9,z_wpct,z_sv,yr_min,yr_max,hof,is_nel_ranked
810,blackbu02,Buddy Black,SP,KCA,2053.3333333333335,2052.3333333333335,14.0,121,116,11,1039,398,296,3.8396103896103893,1.266720779220779,106.11110391186556,21.099999999999998,-0.6297524555818967,-0.06136941259527986,-0.014360681064606326,0.35768999321014583,-0.6408955512699397,0.08847050926367692,-0.36716732230412125,1981,1995,False,False
811,smithph01,Phenomenal Smith,SP,BL2,1169.3333333333333,1096.3333333333333,4.0,54,74,0,519,140,129,3.8945267958950973,1.4161915621436716,95.47697478546567,5.140000000000001,-0.6309086078222295,-0.11509430364649975,-0.1547423770571583,-0.3134704979964687,0.5926722781908834,-0.4135448864697714,-0.33866563227315344,1884,1891,False,False
812,duffyda01,Danny Duffy,SP,KCA,1172.3333333333333,1120.3333333333335,9.0,68,68,1,1048,234,204,3.945976684674439,1.316178561273813,116.97764529884445,20.169999999999998,-0.6492867913064798,-0.11590957297943705,-0.07888286772600701,-0.21334926627265993,-0.09951464311070637,0.063332962048218,-0.3355903288804626,2011,2021,False,False
813,lidleco01,Cory Lidle,SP,OAK,1322.6666666666667,1317.6666666666665,8.0,82,72,2,838,277,199,4.565776209677419,1.3276209677419355,100.42751788833135,10.58,-0.6495486047773231,-0.0985907318154298,-0.2406559150150968,0.1927170332973678,-0.45681948245781845,0.19647613109215936,-0.3453734111286571,1997,2006,False,False
814,holtzke01,Ken Holtzman,SP,CHN,2867.3333333333335,2863.333333333333,14.0,174,150,3,1601,451,410,3.4872122762148337,1.2893513136479888,107.7636929518239,27.02,-0.6536484668176945,-0.045656470324868054,0.005768671386067907,0.033551539310803444,-0.2673582075806446,0.2857422826373049,-0.5200550074001575,1965,1979,False,False
815,pennybr01,Brad Penny,SP,FLO,1925.0,1871.0000000000002,12.0,121,101,0,1273,349,319,4.287272727272727,1.376103896103896,104.48622680634804,18.8,-0.6563820849330502,-0.07016377177264033,-0.03427362529408895,-0.04863918873057769,-0.356618903289281,0.28751153794638284,-0.3561409519789401,2000,2014,False,False
816,boylehe01,Henry Boyle,SP,IN3,1756.3333333333335,1756.3333333333335,6.0,89,111,1,602,207,199,3.0592142721579045,1.2059214272157903,117.49481923425594,22.08,-0.6584480740609819,-0.07497985280633687,0.27539287206723934,0.3303549838135492,-0.6746431553727917,-0.3882667163456428,-0.13834842432847105,1884,1889,False,False
817,bensokr01,Kris Benson,SP,PIT,1243.6666666666667,1207.3333333333333,7.0,70,75,0,806,206,200,4.421602787456446,1.393460198338247,101.75822410902455,13.12,-0.6609296132084556,-0.10948585530786123,0.003704024966147831,0.03160689513179519,-0.3254145272669786,-0.08643378736202309,-0.35943922406546625,1999,2010,False,False
818,barrere01,Red Barrett,SP,BSN,1263.3333333333333,1220.3333333333333,7.0,69,69,7,333,253,149,3.533509234828496,1.2696569920844327,109.61149281169587,12.69,-0.6617147826124632,-0.1084482025587211,-0.005507495423004045,0.5040542305611062,-1.0075889699840843,-0.07540645120513113,-0.10326192160768094,1937,1949,False,False
819,flanami01,Mike Flanagan,SP,BAL,2770.0,2705.3333333333335,15.0,167,143,4,1491,526,404,3.895667870036101,1.3342960288808665,103.69749269711565,25.53,-0.6673398220581502,-0.049335127308389605,-0.06665203507044218,0.04617027239540808,-0.20546106651862356,0.21680095073177388,-0.4648266348226119,1975,1992,False,False
820,matzst01,Steven Matz,SP,NYN,1004.3333333333334,938.0,9.0,60,62,2,940,246,172,4.193826750746764,1.3083305675406571,102.58151908294707,9.44,-0.6676148031379692,-0.142348572097648,-0.05718820725263244,-0.15903051387299827,-0.17399664571300263,-0.04032991775414718,-0.3590384259735845,2015,2025,False,False
821,hentgpa01,Pat Hentgen,SP,TOR,2075.3333333333335,2046.0,12.0,131,112,1,1290,344,306,4.319306135560552,1.3906199807259876,112.87550091029686,33.0,-0.6687685344272428,-0.06537326827245774,0.006582818068197397,-0.00041797265784303283,-0.4348259109598578,0.2811050860000212,-0.36170314633079004,1991,2004,False,False
822,heussed01,Ed Heusser,RP,CIN,1087.0,1086.0,8.0,56,67,18,299,266,104,3.6927322907083715,1.3495860165593376,108.42682873699111,9.209999999999999,-0.6691158754343389,-0.12322575974849705,0.021279851121699236,0.16622585975115625,-0.9093659299992112,-0.12164335228702859,0.3609966899053709,1935,1948,False,False
823,mortoch02,Charlie Morton,SP,PIT,2267.6666666666665,2212.3333333333335,16.0,147,134,0,2196,416,409,4.1275907687784805,1.3238277230633544,103.75394468727596,18.48,-0.67311432440898,-0.060851076487176144,-0.17286037214969918,-0.285775329303709,0.23915306084518329,0.21622432173410128,-0.37267627639680967,2008,2025,False,False
824,gullibi01,Bill Gullickson,SP,MON,2560.0,2559.0,13.0,162,136,0,1279,398,390,3.93046875,1.281640625,99.73322758026904,23.63,-0.6732130753152575,-0.05261532437008656,-0.06476905376094745,0.3154740202859224,-0.6091748495855391,0.2636587103537677,-0.4618833815497604,1979,1994,False,False
825,barbest01,Steve Barber,SP,BAL,1999.0,1964.9999999999998,13.0,121,106,13,1309,466,272,3.363181590795398,1.3846923461730865,109.35009821171349,18.14,-0.6735747167524434,-0.0685572230791291,0.179309933828103,-0.5880729670551356,0.14433704830812558,0.2817567193050424,-0.4337391109881911,1960,1974,False,False
826,dempsry01,Ryan Dempster,SP,CHN,2387.0,2366.3333333333335,15.0,132,133,87,2075,579,351,4.351068286552158,1.4319229157938835,105.30812015377582,22.25,-0.6749803334399527,-0.05704862657613345,-0.19128125468333454,-0.4322819370235363,0.5091721448108282,0.014844788041858712,-0.059612152199531476,1998,2013,False,False
827,humeto01,Tom Hume,RP,CIN,1086.0,1086.0,11.0,57,71,92,536,543,55,3.8535911602209945,1.3720073664825045,106.6456972895291,6.46,-0.6778123322617782,-0.12482731717528135,-0.07132773860720576,-0.20968298721030293,-0.4511606110041089,-0.30371308733764174,0.9640010394744596,1977,1987,False,False
828,newtodo01,Doc Newton,SP,NYA,1201.6666666666665,1179.3333333333333,7.0,54,72,3,503,178,139,3.2205270457697646,1.3273231622746187,98.16222724602167,10.63,-0.6811888984409147,-0.11552101160671253,-0.2730014625510393,-0.31594727832564895,0.5563057008490098,-0.4690113407831377,0.20673323272577407,1900,1909,False,False
829,rhemfl01,Flint Rhem,SP,SLN,1725.3333333333335,1666.333333333333,10.0,105,97,10,534,294,229,4.199188562596599,1.4414605873261204,102.06083991644498,5.640000000000001,-0.7079237057651195,-0.08496783825946626,-0.04482858948989667,-0.030279907992352605,-0.4199990602965952,0.1669035818008442,-0.15571618189753733,1924,1936,False,False
830,stonest01,Steve Stone,SP,CHA,1788.3333333333333,1788.3333333333335,11.0,107,93,1,1065,320,269,3.965703634669152,1.354892823858341,98.98509184362788,18.580000000000002,-0.7197061446751036,-0.08048903761510941,-0.3338594531255898,-0.15318692412054644,0.22046153180736053,0.23799821132364585,-0.5041939192977666,1971,1981,False,False
831,moyerja01,Jamie Moyer,SP,SEA,4074.0,4042.6666666666665,24.0,269,209,0,2441,696,638,4.254786450662739,1.3220422189494354,106.56994386743439,49.95,-0.7242161719537882,-0.03582863647528635,-0.06514922868458187,0.20466971745731244,-0.5756823938735136,0.410989440218265,-0.3777016793741929,1986,2012,False,False
832,gastrha01,Hank Gastright,SP,CL6,1301.3333333333333,1295.3333333333335,6.0,72,63,2,514,171,143,4.198002049180328,1.4761782786885247,96.13676938865721,3.2199999999999998,-0.7348909010563945,-0.11346745770299448,-0.35319446318538483,-0.23094971498375635,0.208360783036853,0.16350187921821008,-0.4180394561172184,1889,1896,False,False
833,peltyba01,Barney Pelty,SP,SLA,1908.0,1908.0,10.0,92,117,4,693,266,217,2.6320754716981134,1.15041928721174,105.16495081526716,21.57,-0.73645286475609,-0.07719631706038682,0.09446110898475735,0.38188315219208385,-0.5178445642698016,-0.33599023583102294,-0.25515422334432175,1903,1912,False,False
834,stewale01,Lefty Stewart,SP,SLA,1722.0,1713.0000000000002,9.0,101,98,8,503,279,216,4.191637630662021,1.3896631823461092,110.61460963422384,24.49,-0.7398114274533685,-0.08637611528936001,-0.029422770215995896,0.18323014964327583,-0.5669296711186596,0.11754883771669401,-0.34951793465786846,1921,1935,False,False
835,quintjo01,Jose Quintana,SP,CHA,2101.3333333333335,2091.3333333333335,13.0,113,110,0,1816,383,357,3.75618654822335,1.2772842639593909,112.21290235613796,33.16,-0.7430192331372412,-0.07105698754898704,0.13342144332095052,-0.0757041765822968,-0.2632129678374592,0.05171298377921998,-0.3716627024928917,2012,2025,False,False
836,conwape01,Pete Conway,SP,DTN,1040.0,1018.0,4.0,61,61,0,428,126,123,3.5913461538461537,1.2576923076923077,99.55513022565843,4.11,-0.7447102788157218,-0.1463085027142872,-0.4017379707573839,-0.08646939090919863,-0.09794371347118092,0.10404224649251341,-0.25476368901908014,1885,1889,False,False
837,maulal01,Al Maul,SP,WAS,1440.6666666666665,1284.0,8.0,84,80,1,352,188,168,4.454187875983341,1.5263766774641372,112.61886267883045,11.200000000000001,-0.7483035864450804,-0.11655819103505921,-0.053966555847002724,0.0741429734880119,-0.5376905241517697,0.19508752987065825,-0.5308169658908922,1884,1901,False,False
838,harrimi01,Mickey Harris,RP,BOS,1050.0,1050.0,9.0,59,71,21,534,271,109,4.182857142857143,1.4780952380952381,101.93752239964618,6.76,-0.7534763737310365,-0.14351930928210221,-0.3588619432303702,-0.4357426111001554,0.5768757161935768,-0.30198190518562135,0.03921589328756603,1940,1952,False,False
839,deshaji01,Jim Deshaies,SP,HOU,1525.0,1509.6666666666667,9.0,84,95,0,951,257,253,4.142950819672131,1.3173770491803278,96.9575611341339,13.65,-0.756050302902249,-0.10016122361257435,-0.15584851878985134,0.15974227990047646,-0.13140267649495563,-0.16003096588391394,-0.4284793541445671,1984,1995,False,False
840,gallayo01,Yovani Gallardo,SP,MIL,1816.6666666666667,1792.6666666666665,11.0,121,101,1,1584,319,307,4.062385321100917,1.365137614678899,105.47771005774143,19.26,-0.7565081570792723,-0.08440031503301662,-0.15869990408228768,-0.3842409576082414,0.1769430932647305,0.2538085327604695,-0.34815424815424334,2007,2018,False,False
841,gumpera01,Randy Gumpert,RP,CHA,1052.6666666666667,1028.3333333333335,8.0,51,59,7,352,261,113,4.172260924635845,1.3727042431918934,104.44972886507247,7.26,-0.7583631453683914,-0.14749364253518144,-0.09749675222295288,0.33874262210026224,-0.7219358826726426,-0.1279134584240638,-0.28233005490901425,1936,1952,False,False
842,humphjo02,Johnny Humphries,SP,CHA,1002.0,915.3333333333334,6.0,52,63,12,317,211,111,3.781437125748503,1.3942115768463075,107.81279094759273,4.68,-0.7602224952635259,-0.1661083383678498,0.08538329090722084,-0.017296971167631615,-0.6886824057307214,-0.19247065793206652,-0.06899305570189468,1938,1946,False,False
843,brownha01,Hal Brown,SP,BAL,1680.0,1671.3333333333333,13.0,85,92,11,710,358,211,3.8142857142857145,1.2297619047619048,100.44683161006697,16.76,-0.7619784615002099,-0.09118210548466811,-0.017671029534953538,0.6178281253607092,-0.8757652284931527,-0.1355203340825875,-0.3896426692595891,1951,1964,False,False
844,hildeor01,Oral Hildebrand,SP,CLE,1430.6666666666667,1384.6666666666667,8.0,83,78,13,527,258,182,4.3532152842497664,1.4769338303821062,111.51218511704211,21.34,-0.7621808872529591,-0.11008871746552128,-0.22146951387256997,-0.22413399171759565,-0.1652764493568489,0.10394922613116227,0.1357760357715747,1931,1940,False,False
845,perezod01,Odalis Perez,SP,LAN,1335.0,1324.3333333333335,9.0,73,82,0,920,252,221,4.456179775280899,1.3460674157303372,99.37998077592337,8.959999999999999,-0.7644188049041039,-0.11544205460419385,-0.16283490106200882,0.0980892929777466,-0.19053494368236973,-0.12919720269445137,-0.35309223307764054,1998,2008,False,False
846,goltzda01,Dave Goltz,SP,MIN,2039.6666666666667,2039.6666666666667,12.0,113,109,8,1105,353,264,3.6888380454322602,1.3482595195293348,108.78463473103213,23.49,-0.772497996566219,-0.07574747474092684,0.00654752967614371,-0.10580371159619067,-0.08333133598918026,0.0511156202819465,-0.44490286119468325,1972,1983,False,False
847,colemjo05,Joe Coleman,SP,DET,2569.3333333333335,2517.9999999999995,12.0,142,135,7,1728,484,340,3.6955111572392316,1.3306953814218991,101.84756187883447,24.68,-0.779023013418471,-0.061876331486772934,-0.28191867164249884,-0.2418927728189689,0.47131402905772957,0.10603778418888035,-0.46393833020727937,1965,1979,False,False
848,minormi01,Mike Minor,SP,ATL,1409.0,1409.0000000000002,11.0,83,90,6,1273,295,228,4.247693399574166,1.2533711852377574,106.40391092065212,18.46,-0.7855351895523668,-0.11150251093717055,-0.30758325470333114,0.0660153790905422,-0.031911550694043334,-0.05091647566701783,-0.3153447785839677,2010,2022,False,False
849,underto01,Tom Underwood,SP,TOR,1586.0,1573.0000000000002,10.0,86,87,18,948,379,203,3.8871374527112232,1.3972257250945777,101.12241150461456,10.76,-0.7914947950421722,-0.10063506612106449,-0.15575685522670624,-0.33072669877286875,0.2878232545322332,-0.03834860304546954,-0.2531403150809832,1974,1984,False,False
850,rasmude01,Dennis Rasmussen,SP,SDN,1460.6666666666667,1408.0000000000002,9.0,91,77,0,835,256,235,4.146736649931538,1.3322683706070286,101.2048303646437,9.99,-0.7962607402379065,-0.11310521878379352,-0.28745924127417616,0.03695711322200822,-0.33635399199721866,0.3126022848565222,-0.45729345342612204,1983,1995,False,False
851,ehretre01,Red Ehret,SP,PIT,2754.3333333333335,2754.333333333333,11.0,139,167,4,848,362,309,4.015853806123683,1.4569768849086286,110.93486526229808,23.95,-0.8032934233846503,-0.0583294268462774,0.02215950486766203,0.1206858923137332,-0.13711828697646966,-0.3028402118797416,-0.0604907637038396,1888,1898,False,False
852,sieveed01,Ed Siever,SP,DET,1507.0,1507.0000000000002,7.0,83,82,2,470,203,174,2.597876575978766,1.2349037823490379,119.74997840006021,20.47,-0.8086347365274267,-0.10731715149667241,0.2678209817094988,-0.08827518269640712,-0.6819211442573401,0.03970168573404892,-0.23759709545287075,1901,1908,False,False
853,voisebi01,Bill Voiselle,SP,NY1,1373.3333333333333,1333.3333333333333,7.0,74,84,3,645,245,190,3.83373786407767,1.425728155339806,101.7257993083445,12.35,-0.8214397469579757,-0.12321596204369636,-0.21645414478632122,-0.31650331462818343,0.3744242104750477,-0.05992040924098525,-0.4608320161190295,1942,1950,False,False
