playerID,yearID,z_era,z_whip,z_k9,z_wpct,z_sv,IP
aasedo01,1977,0.7825590486604778,1.1760959918668348,-0.28193333800308396,1.5929869623204955,-0.5407069690559335,92.33333333333333
aasedo01,1978,-0.4258711871565993,-0.896968522872899,-0.08073364095953142,0.5102617786215486,-0.49115081083128015,178.66666666666666
aasedo01,1979,-0.8774394538935943,-0.7335257639437802,-0.10131834350773401,-0.165117409599552,-0.16081035037811703,185.33333333333334
aasedo01,1980,-0.3048196232526997,-0.8120513278832356,-0.6932017064497892,-0.7800544649912724,-0.21718092501986408,175.0
aasedo01,1981,1.2627187180273047,0.43573263336604157,0.3255675267245829,0.0,1.9325982676751157,65.33333333333333
aasedo01,1982,0.35309567354449406,0.13619493016110767,1.2608853949871541,0.0,0.07332709209553318,52.0
aasedo01,1985,-0.009968521626344914,-0.09319886234012685,0.9801461676723251,0.7692676698429949,1.4486694784773808,88.0
aasedo01,1986,0.9008805321496477,0.6855248447728481,0.9288712519297037,-0.2436910915223302,4.032384208597592,81.66666666666667
aasedo01,1988,-0.43628884613947116,-2.161935546162978,-0.11451551436118923,,-0.45037093796456484,46.666666666666664
aasedo01,1989,-0.3497935564907025,-0.45989815024550185,-0.2803280023831306,-2.0706026535299906,-0.20953595595863436,59.333333333333336
abbotgl01,1974,0.6114484587280925,0.24630760236541172,-1.181759999274518,-0.5427965624524134,-0.49884929075189444,96.0
abbotgl01,1975,-0.6622820636596605,-0.27359340006502225,-0.696355877583631,0.0,-0.5418795126798256,114.33333333333333
abbotgl01,1976,-2.1895029300573907,-1.8334005526558566,-0.6154973694117998,-1.054059439201987,-0.5478395597722703,62.333333333333336
abbotgl01,1977,-0.5313550564924536,0.23043040476967752,-0.534778763484683,-0.12743895698563976,-0.5407069690559335,204.33333333333334
abbotgl01,1978,-1.7464552204340353,-1.0610517236099266,-0.5968786558965596,-1.1751483386435662,-0.49115081083128015,155.33333333333334
abbotgl01,1979,-1.2427229535117221,-0.8104109018975292,-1.9652544180916318,-1.3445274781677794,-0.49136495948869097,116.66666666666667
abbotgl01,1980,-0.3451748821051547,0.2889091671091523,-1.058207058491772,0.0,-0.524957321619443,215.0
abbotgl01,1981,-0.4556179155979031,0.6468310146812276,-1.5965750565700698,-1.1623766643565754,-0.48555064151970045,130.33333333333334
abbotgl01,1983,0.17394870348505087,0.1975748698014615,-1.1305437394114297,0.8819913589880742,-0.5261464810637976,129.0
abbotgl01,1984,-2.4042649842894868,-1.5604493670422501,-2.411009431068421,-0.4630440924151261,-0.4648763820667826,44.0
abbotji01,1989,-0.32730908124894914,-0.865394208952301,0.011761759307951168,0.0,-0.444390839928937,181.33333333333334
abbotji01,1990,-0.7854305376242994,-0.9962003879448298,-0.7929065448409787,-0.5253616929555632,-0.44423641234339406,211.66666666666666
abbotji01,1991,0.8967716195787694,0.5507627277932367,0.01961895886345305,0.7700940677723899,-0.429223260869696,243.0
abbotji01,1992,0.7869988158491505,-0.0029874674399364446,-0.04984240981163372,-1.1043749818120046,-0.4114268255498331,211.0
abbotji01,1993,-0.2859080813452085,-0.05680820749493963,-1.095288322941285,-0.3619991058329927,-0.35580627882270666,214.0
abbotji01,1994,-0.18218329902546043,-0.23122554240804388,-0.677793205303046,0.1691452046671559,-0.3334921852347912,160.33333333333334
abbotji01,1995,0.5132995721360499,-0.009911423532005722,-1.3406785722092711,0.4634077756615206,-0.3644082462936706,197.0
abbotji01,1996,-2.411957989424668,-1.7577499247889727,-1.5552247883845363,-2.380559648548934,-0.3761073626581932,142.0
abbotji01,1999,-1.8387131884423056,-1.9207225544252409,-1.300565080075265,-1.7686513986621377,-0.37669173881181905,82.0
abernte02,1955,-2.156506774923413,-1.9412520352762628,1.1596748999073097,-0.9681511367766498,-0.5895949327530936,119.33333333333333
abernte02,1957,-3.480319798722436,-3.79101981259661,0.3709295407381692,-2.18404677826263,-0.6530705132421905,85.0
abernte02,1963,0.5282941344269346,-0.9553950149691595,0.9361478047543917,1.6827645105643732,1.6685871075498047,59.333333333333336
abernte02,1964,-0.8674971506357283,-1.5317712548671352,0.7452400911367284,-1.51008642234633,1.4135750174919564,72.66666666666667
abernte02,1965,0.908363762021847,0.08934232016780065,0.5956821276571792,-0.6576931538634665,4.504875211009773,136.33333333333334
abernte02,1966,-1.1730744836579685,-1.273962412728798,-0.03085541542209638,-0.5124843666565667,0.9045916353012615,93.0
abernte02,1967,2.272872281789004,1.595477993207359,1.0435226456619533,1.1234512003153077,4.950266586644134,106.33333333333333
abernte02,1968,0.5753618342379004,-0.3252368923170493,-1.2247150804229365,0.6014751961305759,2.2939529144624116,134.66666666666666
abernte02,1969,0.40204745626877997,-0.40758031289721813,-0.02367997111773503,0.44331323524584854,-0.02309928391860876,85.33333333333333
abernte02,1970,1.2328466053548008,-0.6222628609611268,0.4145753633319121,1.7417843495270438,1.5783487912861265,83.0
abernte02,1971,0.9046063058452121,-0.4179600055267195,0.5038585473564687,-0.6292409319494411,3.6696169742736426,81.0
abernte02,1972,1.6380833215481312,0.8970379523455135,-0.8872136295705201,-0.4288178283010829,0.3405399234307038,58.333333333333336
adamsba01,1909,1.5612103523730436,1.788278294059276,0.614555889555434,1.6526876668063522,0.8924392538651825,130.0
adamsba01,1910,0.5319315462051177,0.5234405894040187,-0.1773976708678191,1.03831731559347,-0.6702180017258048,245.0
adamsba01,1911,1.0964687613895523,1.8948981007279824,0.021351167633066798,0.9472585845789662,-0.6574382586514255,293.3333333333333
