saa_rank,name,SAA_final,bWAR,bwar_rank,bWAA,bwaa_rank,JAWS,jaws_rank,WAR7,d_war,d_waa,d_jaws,z_AVG_career,z_ISO_career,z_BB_career,z_SB_career,z_DEF_career,qualifying_seasons,is_hof,is_nel_ranked
929.0,Duffy Lewis,-0.0631191688733027,21.27,772.0,-2.3095999999999997,858.0,21.07,751.0,20.869999999999997,-157.0,-71.0,-178.0,0.2706322559276287,0.134300604787086,-0.8578648833429908,-0.9364460535307686,-0.4161426611688064,10.0,False,False
930.0,Craig Counsell,-0.0652194059414,22.38,740.0,5.88,619.0,19.884999999999998,800.0,17.39,-190.0,-311.0,-130.0,-0.5612566523975643,-1.0720301833117545,0.721318557487187,0.2096554800312769,0.9946071346220766,11.0,False,False
931.0,Bobby Byrne,-0.0744483005681765,12.89,967.0,-4.24,909.0,13.565000000000001,967.0,14.24,36.0,-22.0,36.0,-0.3000633146167014,-0.3996098689103022,0.1153060477075065,-0.2717176413618355,0.1951847109042276,9.0,False,False
932.0,Jerry Lumpe,-0.0814989377126946,15.420000000000002,922.0,-1.2599999999999998,831.0,14.565000000000001,946.0,13.71,-10.0,-101.0,14.0,0.149367228794616,-0.6173700578745644,-0.1306484377367913,-0.5754590177732665,0.2650941558264277,9.0,False,False
933.0,Eric Hosmer,-0.0840688020186546,19.099999999999994,842.0,-4.57,917.0,18.264999999999993,841.0,17.429999999999996,-91.0,-16.0,-92.0,0.5392607098259067,-0.5010358372028876,-0.3493130898416072,-0.0383086224443134,-0.5358344218245167,11.0,False,False
934.0,Jimmie Wilson,-0.0845619991723541,11.17,996.0,-6.079999999999999,956.0,10.879999999999999,1012.0,10.59,62.0,22.0,78.0,-0.2312916824865376,-0.615181395901993,-0.540095597296388,0.2648233544990582,0.5214967822893483,14.0,False,False
935.0,Eric Karros,-0.0883411241151542,10.41,1007.0,-11.059999999999999,1028.0,12.015,991.0,13.620000000000001,72.0,93.0,56.0,-0.2906027871066353,0.145611452917589,-0.6765670490739993,-0.2872262970300001,-0.1561216266492049,12.0,False,False
936.0,Frankie Crosetti,-0.0889894815640222,24.240000000000002,706.0,0.7800000000000006,775.0,21.810000000000002,727.0,19.38,-230.0,-161.0,-209.0,-1.0605580976183713,-0.1315781397522595,0.4929944670433646,0.3425822288490308,0.2278513005188593,13.0,False,False
937.0,Brian McRae,-0.0914168813194739,14.340000000000002,945.0,-3.77,902.0,15.610000000000003,921.0,16.880000000000003,8.0,-35.0,-16.0,-0.4984099939593474,-0.4137550849323608,-0.2106332865774848,0.4237700152667321,0.6254944112970121,9.0,False,False
938.0,David Segui,-0.0941205246838409,10.44,1006.0,-7.780000000000001,988.0,12.05,989.0,13.66,68.0,50.0,51.0,0.4236738067514108,-0.3962369006655545,-0.1494600709788217,-0.5510767274403074,-0.541409397578725,12.0,False,False
939.0,Chris Chambliss,-0.0965100715596558,27.5,621.0,-1.3800000000000001,836.0,23.985,671.0,20.47,-318.0,-103.0,-268.0,0.2718494333327719,-0.0580656353026092,-0.5238441936465728,-0.4353257915747114,-0.5293237876657996,14.0,False,False
940.0,Roy McMillan,-0.0982490166588941,25.81,664.0,-3.38,894.0,22.99,701.0,20.169999999999998,-276.0,-46.0,-239.0,-0.7709172757868898,-0.9177943006030878,-0.1748176287313994,-0.4514881191520281,1.6396071739680262,16.0,False,False
941.0,Bingo DeMoss,-0.112160143813855,8.889999999999999,1027.0,0.8700000000000001,774.0,9.669999999999998,1032.0,10.45,86.0,-167.0,91.0,-1.1829317680858895,-1.0954223160041796,0.8143980955756179,1.8277038627386977,1.0133757563276464,9.0,False,True
942.0,Tino Martinez,-0.1208803693878382,29.009999999999998,576.0,1.3699999999999997,758.0,25.395,627.0,21.78,-366.0,-184.0,-315.0,-0.1817574267397579,0.3694945202381469,-0.1262420460322734,-0.5193935227205323,-0.7931596361018484,14.0,False,False
943.0,Ozzie Guillen,-0.1278150161251194,21.0,780.0,-2.72,873.0,20.18,788.0,19.36,-163.0,-70.0,-155.0,-0.0469059138666637,-0.967191503820196,-1.491486742640363,0.0949665018293919,0.8924464124398099,14.0,False,False
944.0,Jed Lowrie,-0.1290951014652812,15.420000000000003,921.0,-2.3500000000000005,862.0,15.760000000000002,916.0,16.099999999999998,-23.0,-82.0,-28.0,-0.0313497639112386,-0.0376775161716277,0.5371219642564793,-0.900869393489261,-0.5129869652210016,10.0,False,False
945.0,Lou Piniella,-0.1321510253060969,12.500000000000002,978.0,-9.600000000000001,1016.0,14.380000000000003,953.0,16.26,33.0,71.0,8.0,0.7007213438998162,-0.3814492799738035,-1.018570051766294,-0.6985875385396519,-0.8299100898082687,13.0,False,False
946.0,Rick Dempsey,-0.1405842375889108,25.16,682.0,7.359,570.0,21.189999999999998,747.0,17.22,-264.0,-376.0,-199.0,-0.8422139958866399,-0.3237297046991577,0.4152372324883369,-0.4299725786832,0.8651955468941553,11.0,False,False
947.0,Ivan de Jesus,-0.1660832746419776,11.08,997.0,-5.73,946.0,11.79,996.0,12.499999999999998,50.0,-1.0,49.0,-0.2795490695827125,-0.7738619583457682,0.2970373728559684,0.6460694465828396,0.4171805066219926,8.0,False,False
948.0,George Miller,-0.1671199645407811,19.140000000000004,840.0,0.6200000000000006,783.0,18.92,820.0,18.7,-108.0,-165.0,-128.0,-0.033506888088319,-0.4764529562264103,-0.0386842294229496,-0.090038960305164,0.1138724103584648,11.0,False,False
949.0,Lyle Overbay,-0.1765368425044892,16.32,900.0,-3.1161,883.0,16.485,892.0,16.65,-49.0,-66.0,-57.0,-0.1582700977520351,-0.2270755500195038,0.4396006479777989,-0.4201201751403652,-0.3113997594781461,11.0,False,False
950.0,Kevin Bass,-0.1807063669001019,14.75,938.0,-2.910000000000001,878.0,16.07,906.0,17.389999999999997,-12.0,-72.0,-44.0,0.079870420462265,-0.1161677424486899,-0.6664926441488429,0.0354741686458058,-0.8760330432462443,13.0,False,False
951.0,Rey Sanchez,-0.187502119315601,20.59,793.0,3.4199999999999995,702.0,18.58,830.0,16.57,-158.0,-249.0,-121.0,-0.0427312734506672,-1.3055893560994614,-1.201002613274524,-0.5008053887039596,1.741215168294631,13.0,False,False
952.0,Kendrys Morales,-0.1899918430982871,13.160000000000002,961.0,-5.6239,944.0,14.195000000000002,955.0,15.230000000000002,9.0,-8.0,3.0,0.0984561530509149,0.2174971349352059,-0.3851089208758985,-0.5591808093488168,-1.0274189794930588,11.0,False,False
953.0,Adam Kennedy,-0.1977629398736167,20.860000000000003,786.0,0.26999999999999874,795.0,20.590000000000003,771.0,20.32,-167.0,-158.0,-182.0,-0.0006434567312115,-0.7368454684243164,-0.5649773925000465,0.7564524357073784,0.0641922465016981,13.0,False,False
954.0,Luis Polonia,-0.2288754177513809,9.0,1025.0,-9.01,1007.0,10.455,1020.0,11.91,71.0,53.0,66.0,0.6852737451902342,-1.108493883666438,-0.668519424636627,1.5610283491240604,-0.763047988437707,12.0,False,False
